2022-06-10 13:17:44;2
2022-06-10 13:18:11;0
2022-06-10 13:18:13;2
2022-06-10 13:18:15;0
2022-06-10 13:18:19;2
2022-06-10 13:18:23;0
2022-06-10 13:18:26;2
2022-06-10 13:18:31;2
2022-06-10 13:18:32;0
2022-06-10 13:18:52;0
2022-06-10 13:18:55;0
2022-06-10 13:18:56;0
2022-06-10 13:18:58;2
2022-06-10 13:19:03;0
2022-06-10 13:19:06;2
2022-06-10 15:18:31;0
2022-06-10 15:18:31;0
2022-06-10 15:18:33;1
2022-06-10 15:18:33;1
2022-06-10 15:29:22;0
2022-06-10 15:29:22;0
2022-06-10 17:42:32;0
2022-06-10 17:42:32;0
2022-06-10 17:42:35;1
2022-06-10 17:42:35;1
2022-06-10 17:42:42;2
2022-06-10 17:42:42;2
2022-06-10 17:42:45;1
2022-06-10 17:42:45;1
2022-06-10 17:42:49;0
2022-06-10 17:42:49;0
2022-06-10 19:56:12;2
2022-06-10 19:56:12;2
2022-06-11 21:42:30;1
2022-06-11 21:42:30;1
2022-06-11 21:43:56;0
2022-06-11 21:43:56;0
2022-06-11 21:44:04;2
2022-06-11 21:44:04;2
2022-06-11 21:56:26;2
2022-06-11 21:56:26;2
2022-06-11 22:51:53;1
2022-06-11 22:51:53;1
2022-06-11 23:23:17;2
2022-06-11 23:23:17;2
2022-06-11 23:29:16;0
2022-06-11 23:29:16;0
2022-06-11 23:37:46;1
2022-06-11 23:37:46;1
2022-06-11 23:38:00;2
2022-06-11 23:38:00;2
2022-06-12 02:16:56;0
2022-06-12 02:16:56;0
