2022-05-24 12:34:56;34.51
2022-05-24 12:34:58;37.63
2022-05-24 12:35:01;41.94
2022-05-24 12:35:03;44.67
2022-05-24 12:35:05;48.97
2022-05-24 12:35:08;52.20
2022-05-24 12:35:10;56.50
2022-05-24 12:35:13;59.24
2022-05-24 12:35:15;63.93
2022-05-24 12:35:17;66.67
2022-05-24 12:35:20;69.40
2022-05-24 12:35:22;72.53
2022-05-24 12:35:24;75.27
2022-05-24 12:35:27;9.78
2022-05-24 12:35:29;14.08
2022-05-24 12:35:32;17.30
2022-05-24 12:35:34;20.04
2022-05-24 12:35:36;24.34
2022-05-24 12:35:39;28.64
2022-05-24 12:35:42;33.33
2022-05-24 12:35:44;34.51
2022-05-24 12:35:46;37.63
2022-05-24 12:35:49;41.94
2022-05-24 12:35:51;44.67
2022-05-24 12:35:54;48.97
2022-05-24 12:35:56;52.20
2022-05-24 12:35:59;56.50
2022-05-24 12:36:01;59.24
2022-05-24 12:36:04;63.93
2022-05-24 12:36:06;66.67
2022-05-24 12:36:08;70.97
2022-05-24 12:36:10;72.53
2022-05-24 12:36:13;75.27
2022-05-24 12:36:15;9.78
2022-05-24 12:36:17;12.51
2022-05-24 12:36:20;17.30
2022-05-24 12:36:22;20.04
2022-05-24 12:36:24;24.34
2022-05-24 12:36:27;27.47
2022-05-24 12:36:29;30.21
2022-05-24 12:36:31;34.51
2022-05-24 12:36:34;37.63
2022-05-24 12:36:36;40.37
2022-05-24 12:36:38;43.50
2022-05-24 12:36:41;46.24
2022-05-24 12:36:43;50.64
2022-05-24 12:36:45;53.76
2022-05-24 12:36:48;58.06
2022-05-24 12:36:50;60.80
2022-05-24 12:36:52;65.10
2022-05-24 12:36:55;68.23
2022-05-24 12:36:57;72.53
2022-05-24 12:36:59;75.27
2022-05-24 12:37:02;76.83
2022-05-24 12:37:04;11.34
2022-05-24 12:37:06;14.08
2022-05-24 12:37:09;17.30
2022-05-24 12:37:11;21.60
2022-05-24 12:48:56;14.08
2022-05-24 12:48:58;17.30
2022-05-24 12:49:01;21.60
2022-05-24 12:49:03;24.34
2022-05-24 12:49:30;62.37
2022-05-24 12:49:32;66.67
2022-05-24 12:49:35;69.40
2022-05-24 12:49:37;74.10
2022-05-24 12:49:39;76.83
2022-05-24 12:49:42;11.34
2022-05-24 12:49:44;14.08
2022-05-24 12:49:47;18.48
2022-05-24 12:49:49;21.60
2022-05-24 12:49:51;22.78
2022-05-24 12:49:54;27.47
2022-05-24 12:49:57;31.77
2022-05-24 12:50:01;36.07
2022-05-24 12:50:04;43.50
2022-05-24 12:50:07;47.80
2022-05-24 12:50:10;50.64
2022-05-24 12:50:12;54.94
2022-05-24 12:50:14;58.06
2022-05-24 12:50:17;62.37
2022-05-24 12:50:19;65.10
2022-05-24 12:50:21;69.40
2022-05-24 12:50:24;72.53
2022-05-24 12:50:26;74.10
2022-05-24 12:50:28;78.40
2022-05-24 12:50:31;11.34
2022-05-24 12:50:33;15.64
2022-05-24 12:50:35;18.48
2022-05-24 12:50:38;21.60
2022-05-24 12:50:40;25.90
2022-05-24 12:50:42;28.64
2022-05-24 12:50:45;33.33
2022-05-24 12:50:47;36.07
2022-05-24 12:50:49;40.37
2022-05-24 12:50:52;41.94
2022-05-24 12:50:54;44.67
2022-05-24 12:50:56;48.97
2022-05-24 12:50:59;52.20
2022-05-24 12:51:01;56.50
2022-05-24 12:51:03;59.24
2022-05-24 12:51:06;63.93
2022-05-24 12:51:08;66.67
2022-05-24 12:51:10;69.40
2022-05-24 12:51:13;74.10
2022-05-24 12:51:15;75.27
2022-05-24 12:51:17;9.78
2022-05-24 12:51:20;12.51
2022-05-24 12:51:22;17.30
2022-05-24 12:51:24;20.04
2022-05-24 12:51:27;22.78
2022-05-24 12:51:29;27.47
2022-05-24 12:51:31;30.21
2022-05-24 12:51:33;34.51
2022-05-24 12:51:36;37.63
2022-05-24 12:51:38;41.94
2022-05-24 12:51:41;43.50
2022-05-24 12:51:43;46.24
2022-05-24 12:51:45;50.64
2022-05-24 12:51:48;53.76
2022-05-24 12:51:50;56.50
2022-05-24 12:51:52;60.80
2022-05-24 12:51:55;63.93
2022-05-24 12:51:57;68.23
2022-05-24 12:51:59;70.97
2022-05-24 12:52:02;75.27
2022-05-24 12:52:04;78.40
2022-05-24 12:52:06;12.51
2022-05-24 12:52:08;14.08
2022-05-24 12:52:11;17.30
2022-05-24 12:52:13;21.60
2022-05-24 12:52:16;24.34
2022-05-24 12:52:18;27.47
2022-05-24 12:52:20;31.77
2022-05-24 12:52:23;34.51
2022-05-24 12:52:25;38.81
2022-05-24 12:52:27;41.94
2022-05-24 12:52:29;46.24
2022-05-24 12:52:32;47.80
